1.0,1.0,0.35999999999999999
1.0,2.0,0.35999999999999999
1.0,3.0,0.38
1.0,4.0,0.34000000000000002
1.0,5.0,0.35999999999999999
2.0,1.0,0.35999999999999999
2.0,2.0,0.38
2.0,3.0,0.34000000000000002
2.0,4.0,0.40000000000000002
2.0,5.0,0.35999999999999999
3.0,1.0,0.35999999999999999
3.0,2.0,0.34000000000000002
3.0,3.0,0.38
3.0,4.0,0.35999999999999999
3.0,5.0,0.41999999999999998
4.0,1.0,0.35999999999999999
4.0,2.0,0.34000000000000002
4.0,3.0,0.40000000000000002
4.0,4.0,0.38
4.0,5.0,0.44
5.0,1.0,0.35999999999999999
5.0,2.0,0.35999999999999999
5.0,3.0,0.35999999999999999
5.0,4.0,0.32000000000000001
5.0,5.0,0.29999999999999999
6.0,1.0,0.34000000000000002
6.0,2.0,0.32000000000000001
6.0,3.0,0.34000000000000002
6.0,4.0,0.34000000000000002
6.0,5.0,0.23999999999999999
7.0,1.0,0.35999999999999999
7.0,2.0,0.32000000000000001
7.0,3.0,0.29999999999999999
7.0,4.0,0.23999999999999999
7.0,5.0,0.22
8.0,1.0,0.32000000000000001
8.0,2.0,0.29999999999999999
8.0,3.0,0.26000000000000001
8.0,4.0,0.22
8.0,5.0,0.22
9.0,1.0,0.32000000000000001
9.0,2.0,0.29999999999999999
9.0,3.0,0.26000000000000001
9.0,4.0,0.22
9.0,5.0,0.32000000000000001
10.0,1.0,0.34000000000000002
10.0,2.0,0.23999999999999999
10.0,3.0,0.26000000000000001
10.0,4.0,0.22
10.0,5.0,0.29999999999999999
11.0,1.0,0.34000000000000002
11.0,2.0,0.22
11.0,3.0,0.26000000000000001
11.0,4.0,0.26000000000000001
11.0,5.0,0.29999999999999999
12.0,1.0,0.29999999999999999
12.0,2.0,0.26000000000000001
12.0,3.0,0.34000000000000002
12.0,4.0,0.32000000000000001
12.0,5.0,0.44
13.0,1.0,0.28000000000000003
13.0,2.0,0.28000000000000003
13.0,3.0,0.35999999999999999
13.0,4.0,0.38
13.0,5.0,0.44
14.0,1.0,0.23999999999999999
14.0,2.0,0.23999999999999999
14.0,3.0,0.35999999999999999
14.0,4.0,0.54000000000000004
14.0,5.0,0.46000000000000002
15.0,1.0,0.28000000000000003
15.0,2.0,0.40000000000000002
15.0,3.0,0.41999999999999998
15.0,4.0,0.46000000000000002
15.0,5.0,0.44
16.0,1.0,0.28000000000000003
16.0,2.0,0.40000000000000002
16.0,3.0,0.47999999999999998
16.0,4.0,0.5
16.0,5.0,0.47999999999999998
17.0,1.0,0.22
17.0,2.0,0.38
17.0,3.0,0.52000000000000002
17.0,4.0,0.47999999999999998
17.0,5.0,0.46000000000000002
18.0,1.0,0.29999999999999999
18.0,2.0,0.47999999999999998
18.0,3.0,0.5
18.0,4.0,0.47999999999999998
18.0,5.0,0.47999999999999998
19.0,1.0,0.29999999999999999
19.0,2.0,0.5
19.0,3.0,0.47999999999999998
19.0,4.0,0.47999999999999998
19.0,5.0,0.5
20.0,1.0,0.34000000000000002
20.0,2.0,0.52000000000000002
20.0,3.0,0.46000000000000002
20.0,4.0,0.5
20.0,5.0,0.54000000000000004
